alpha(x) =  0.500  beta(v) =  1.000  delta (t) = 0.050
Free stream: density =  1.000  velocity = -1.000  temperature =  1.000
x,t=    0.000,  t=    5.000,  t=   10.000,  t=   15.000,  t=   20.000,  t=   25.000,  t=   30.000,  t=   35.000,  t=   40.000,  t=   45.000,  t=   50.000,
   88.000000,       1.000000,       0.999998,       0.999995,       0.999990,       0.999984,       0.999978,       0.999970,       0.999965,       0.999956,       0.999945,       0.999937,
   88.500000,       1.000000,       0.999998,       0.999995,       0.999989,       0.999984,       0.999977,       0.999970,       0.999964,       0.999956,       0.999944,       0.999936,
   89.000000,       1.000000,       0.999998,       0.999995,       0.999989,       0.999983,       0.999976,       0.999970,       0.999963,       0.999955,       0.999942,       0.999936,
   89.500000,       1.000000,       0.999998,       0.999994,       0.999990,       0.999982,       0.999976,       0.999970,       0.999962,       0.999955,       0.999942,       0.999937,
   90.000000,       1.000000,       0.999998,       0.999994,       0.999989,       0.999982,       0.999975,       0.999970,       0.999961,       0.999955,       0.999941,       0.999937,
   90.500000,       1.000000,       0.999998,       0.999993,       0.999989,       0.999982,       0.999975,       0.999970,       0.999961,       0.999954,       0.999941,       0.999937,
   91.000000,       1.000000,       0.999998,       0.999993,       0.999989,       0.999981,       0.999975,       0.999970,       0.999961,       0.999954,       0.999941,       0.999937,
   91.500000,       1.000000,       0.999997,       0.999993,       0.999989,       0.999981,       0.999974,       0.999970,       0.999961,       0.999953,       0.999941,       0.999937,
   92.000000,       1.000000,       0.999997,       0.999992,       0.999989,       0.999981,       0.999974,       0.999969,       0.999961,       0.999952,       0.999941,       0.999938,
   92.500000,       1.000000,       0.999997,       0.999992,       0.999989,       0.999981,       0.999974,       0.999969,       0.999961,       0.999951,       0.999942,       0.999939,
   93.000000,       1.000000,       0.999997,       0.999992,       0.999989,       0.999981,       0.999974,       0.999967,       0.999962,       0.999951,       0.999943,       0.999939,
